Id;Label
GREEN GOBLIN / NORMAN;GREEN GOBLIN / NORMAN
OSBORN  NORMAN;OSBORN  NORMAN
OSBORN  LIZ ALLAN;OSBORN  LIZ ALLAN
TYPEFACE / GORDON THOM;TYPEFACE / GORDON THOM
MCNAIR  TAD;MCNAIR  TAD
IRON MAN / TONY STARK;IRON MAN / TONY STARK
SPIDER-WOMAN II / JULI;SPIDER-WOMAN II / JULI
WONDER MAN / SIMON WIL;WONDER MAN / SIMON WIL
LIVING LIGHTNING / MIG;LIVING LIGHTNING / MIG
USAGENT / CAPTAIN JOHN;USAGENT / CAPTAIN JOHN
SCARLET WITCH / WANDA;SCARLET WITCH / WANDA
DARKHAWK / CHRIS POWEL;DARKHAWK / CHRIS POWEL
IRON MAN IV / JAMES R.;IRON MAN IV / JAMES R.
PROFESSOR POWER / ANTH;PROFESSOR POWER / ANTH
HAWK;HAWK
STACY  PAUL;STACY  PAUL
VENOM / EDDIE BROCK;VENOM / EDDIE BROCK
MORBIUS / DR. MICHAEL;MORBIUS / DR. MICHAEL
CONSTRICTOR / FRANK PA;CONSTRICTOR / FRANK PA
SET;SET
GHAUR [DEVIANT];GHAUR [DEVIANT]
QUASAR III / WENDELL V;QUASAR III / WENDELL V
CAPTAIN AMERICA;CAPTAIN AMERICA
BEAST / HENRY &HANK& P;BEAST / HENRY &HANK& P
THING / BENJAMIN J. GR;THING / BENJAMIN J. GR
WASP / JANET VAN DYNE;WASP / JANET VAN DYNE
SHE-HULK / JENNIFER WA;SHE-HULK / JENNIFER WA
ANDROMEDA / ANDROMEDA;ANDROMEDA / ANDROMEDA
VISION;VISION
MARVEL GIRL / JEAN GRE;MARVEL GIRL / JEAN GRE
INVISIBLE WOMAN / SUE;INVISIBLE WOMAN / SUE
SERSI / SYLVIA;SERSI / SYLVIA
DAGGER / TANDY BOWEN;DAGGER / TANDY BOWEN
HUMAN TORCH ANDROID;HUMAN TORCH ANDROID
LYJA LAZERFIST [SKRU;LYJA LAZERFIST [SKRU
MACHINE MAN / X-51;MACHINE MAN / X-51
ANT-MAN / DR. HENRY J.;ANT-MAN / DR. HENRY J.
QUICKSILVER / PIETRO M;QUICKSILVER / PIETRO M
TERMINUS;TERMINUS
HERCULES [GREEK GOD];HERCULES [GREEK GOD]
BLACK WIDOW / NATASHA;BLACK WIDOW / NATASHA
KALA;KALA
TYRANNUS;TYRANNUS
RAGE / ELVIN DARYL HAL;RAGE / ELVIN DARYL HAL
GROTESK;GROTESK
MOLE MAN / HARVEY RUPE;MOLE MAN / HARVEY RUPE
BRUTUS;BRUTUS
WILSON  DUBOSE;WILSON  DUBOSE
CROSS-WALLACE  SIR G;CROSS-WALLACE  SIR G
MCHELE  JEREMY;MCHELE  JEREMY
SHANNA / SHANNA O'HARA;SHANNA / SHANNA O'HARA
BARKER;BARKER
FUSION / MARKLEY;FUSION / MARKLEY
IRON FIST / DANIEL RAN;IRON FIST / DANIEL RAN
BOOMERANG / FRED MYERS;BOOMERANG / FRED MYERS
KNIGHT  MISTY;KNIGHT  MISTY
EARLE  CARYN;EARLE  CARYN
MCCULLOUGH  DR. ANDR;MCCULLOUGH  DR. ANDR
WILLIFORD  BRENT;WILLIFORD  BRENT
THUNDERBALL / DR. ELIO;THUNDERBALL / DR. ELIO
WRECKER III / DIRK GAR;WRECKER III / DIRK GAR
JARVIS  EDWIN;JARVIS  EDWIN
BULLDOZER / HENRY CAMP;BULLDOZER / HENRY CAMP
PILEDRIVER II / BRIAN;PILEDRIVER II / BRIAN
CLAREMONT  CHRIS;CLAREMONT  CHRIS
CYCLOPS / SCOTT SUMMER;CYCLOPS / SCOTT SUMMER
STEEL SERPENT;STEEL SERPENT
BANSHEE / SEAN CASSIDY;BANSHEE / SEAN CASSIDY
BYRNE  JOHN;BYRNE  JOHN
BUSHMASTER / JOHN MCIV;BUSHMASTER / JOHN MCIV
WILFORD  BONNIE;WILFORD  BONNIE
COCKRUM  DAVE;COCKRUM  DAVE
SCARFE  RAFAEL;SCARFE  RAFAEL
LILANDRA NERAMANI [S;LILANDRA NERAMANI [S
MACTAGGERT  MOIRA KI;MACTAGGERT  MOIRA KI
PROFESSOR X / CHARLES;PROFESSOR X / CHARLES
PHOENIX II;PHOENIX II
WING  COLLEEN;WING  COLLEEN
SABRETOOTH / VICTOR CR;SABRETOOTH / VICTOR CR
HOGARTH  JERYN;HOGARTH  JERYN
GREY GARGOYLE / PAUL P;GREY GARGOYLE / PAUL P
VIZIER;VIZIER
CAGE  LUKE / CARL LUCA;CAGE  LUKE / CARL LUCA
GLENN  HEATHER;GLENN  HEATHER
STERN  ROGER;STERN  ROGER
DAREDEVIL / MATT MURDO;DAREDEVIL / MATT MURDO
MR. FANTASTIC / REED R;MR. FANTASTIC / REED R
CHAKA KHAN;CHAKA KHAN
PUNISHER II / FRANK CA;PUNISHER II / FRANK CA
ULIK;ULIK
HELA [ASGARDIAN];HELA [ASGARDIAN]
HILDEGARDE [ASGARDIA;HILDEGARDE [ASGARDIA
MANGOG;MANGOG
HUNTARA / MARY ELIZABE;HUNTARA / MARY ELIZABE
SUB-MARINER / NAMOR MA;SUB-MARINER / NAMOR MA
ARON [WATCHER];ARON [WATCHER]
ANT-MAN II / SCOTT HAR;ANT-MAN II / SCOTT HAR
SUAREZ  RAPHAEL;SUAREZ  RAPHAEL
PSI-LORD / FRANKLIN BE;PSI-LORD / FRANKLIN BE
COLLECTOR / TANELEER T;COLLECTOR / TANELEER T
MIKE KHARY / I;MIKE KHARY / I
FORGOTTEN ONE / GILGAM;FORGOTTEN ONE / GILGAM
ONE ABOVE ALL [CELES;ONE ABOVE ALL [CELES
ARES [GREEK GOD];ARES [GREEK GOD]
KARKAS [DEVIANT];KARKAS [DEVIANT]
SPRITE;SPRITE
ATHENA [GREEK GOD];ATHENA [GREEK GOD]
ZURAS;ZURAS
IKARIS / IKE HARRIS [E;IKARIS / IKE HARRIS [E
ZEUS;ZEUS
THENA;THENA
FRIGGA;FRIGGA
REJECT / RAN-SAK [DEVI;REJECT / RAN-SAK [DEVI
DOMO;DOMO
DAMIAN  MARGO;DAMIAN  MARGO
KRO [DEVIANT];KRO [DEVIANT]
DRAGONA;DRAGONA
METABO;METABO
BROTHER TODE;BROTHER TODE
JEMIAH;JEMIAH
GAMMENON [CELESTIAL];GAMMENON [CELESTIAL]
AJAK / TECUMOTZIN [ETE;AJAK / TECUMOTZIN [ETE
ERISHKIGEL II / HOLLY;ERISHKIGEL II / HOLLY
DAMIAN  DR. DANIEL;DAMIAN  DR. DANIEL
NEZARR;NEZARR
ARISHEM [CELESTIAL];ARISHEM [CELESTIAL]
DARK RAIDER;DARK RAIDER
MALICE III;MALICE III
SPACE PHANTOM;SPACE PHANTOM
TEMPUS;TEMPUS
PHARAOH RAMA-TUT;PHARAOH RAMA-TUT
HERMES [GREEK GOD];HERMES [GREEK GOD]
MERCURY;MERCURY
DR. DOOM / VICTOR VON;DR. DOOM / VICTOR VON
HARVEST / CHI LO;HARVEST / CHI LO
AGINAR;AGINAR
GENII / JASON KIMBALL;GENII / JASON KIMBALL
VALKIN;VALKIN
BRIGHTSWORD / CARTER D;BRIGHTSWORD / CARTER D
EL VAMPIRO;EL VAMPIRO
EL TORO ROJO;EL TORO ROJO
CARNAGE / CLETUS KASAD;CARNAGE / CLETUS KASAD
SLUG / ULYSSES X. LUGM;SLUG / ULYSSES X. LUGM
POISON / CECILIA CARDI;POISON / CECILIA CARDI
KINCAID  DR. JANE FO;KINCAID  DR. JANE FO
PLUTO [OLYMPIAN];PLUTO [OLYMPIAN]
THOR II / ROGER RED NO;THOR II / ROGER RED NO
SIGYN;SIGYN
HOBBS  HARRIS;HOBBS  HARRIS
HODER [ASGARDIAN];HODER [ASGARDIAN]
CAPTAIN BRITAIN / BRIA;CAPTAIN BRITAIN / BRIA
VOLLA;VOLLA
ELECTRO / MAX DILLON;ELECTRO / MAX DILLON
KRAVEN THE HUNTER II;KRAVEN THE HUNTER II
MYSTERIO II / DANIEL B;MYSTERIO II / DANIEL B
MARTS  MR.;MARTS  MR.
HERMOD [ASGARDIAN];HERMOD [ASGARDIAN]
RAZOR WIRE;RAZOR WIRE
MS. FORTUNE;MS. FORTUNE
SQUID / DONNY CALLAHAN;SQUID / DONNY CALLAHAN
OGRE II;OGRE II
MASTER MONARCH;MASTER MONARCH
LIGHTNING FIST;LIGHTNING FIST
RICHARDS  NATHANIEL;RICHARDS  NATHANIEL
HULK / DR. ROBERT BRUC;HULK / DR. ROBERT BRUC
ROBERTSON  MARTHA;ROBERTSON  MARTHA
JAMESON  MARLA MADIS;JAMESON  MARLA MADIS
ZARRKO  ARTHUR;ZARRKO  ARTHUR
KRISTOFF / KRISTOFF VE;KRISTOFF / KRISTOFF VE
UATU;UATU
ROOTAR;ROOTAR
MARGOYLE;MARGOYLE
ATOR  GENERAL;ATOR  GENERAL
EELAK;EELAK
GLABOO;GLABOO
PULSSUS;PULSSUS
VULTURE / ADRIAN TOOME;VULTURE / ADRIAN TOOME
FURY  COL. NICHOLAS;FURY  COL. NICHOLAS
SHANG-CHI;SHANG-CHI
CAPTAIN MARVEL / CAPTA;CAPTAIN MARVEL / CAPTA
NOVA / RICHARD RIDER;NOVA / RICHARD RIDER
INFERNO III / SAMANTHA;INFERNO III / SAMANTHA
BEDLAM II / OLISA KABA;BEDLAM II / OLISA KABA
TEMPEST II / NICOLETTE;TEMPEST II / NICOLETTE
CONQUEST / BRIDGET MAL;CONQUEST / BRIDGET MAL
JUGGERNAUT / CAIN MARK;JUGGERNAUT / CAIN MARK
STONECUTTER / UTAMA TO;STONECUTTER / UTAMA TO
CARNIVORE / COUNT ANDR;CARNIVORE / COUNT ANDR
DECAY II / YOSHIRO HAC;DECAY II / YOSHIRO HAC
MANN  DR. J. VERNON;MANN  DR. J. VERNON
VIBRAXAS / N'KANO;VIBRAXAS / N'KANO
BLACK PANTHER / T'CHAL;BLACK PANTHER / T'CHAL
DEVLOR;DEVLOR
MASTERS  ALICIA REIS;MASTERS  ALICIA REIS
PUPPET MASTER / PHILLI;PUPPET MASTER / PHILLI
O'NEIL  BRIDGET;O'NEIL  BRIDGET
HYPERION;HYPERION
TOM THUMB / THOMAS THO;TOM THUMB / THOMAS THO
HYPERION II;HYPERION II
LADY LARK / LINDA LEWI;LADY LARK / LINDA LEWI
DR. SPECTRUM / JOSEPH;DR. SPECTRUM / JOSEPH
GOLDEN ARCHER II / WYA;GOLDEN ARCHER II / WYA
CAPTAIN HAWK;CAPTAIN HAWK
MASTER MENACE / DR. EM;MASTER MENACE / DR. EM
WHIZZER II / STANLEY S;WHIZZER II / STANLEY S
WINGFOOT  WYATT;WINGFOOT  WYATT
STALKING FOX;STALKING FOX
RAPTOR II / PROFESSOR;RAPTOR II / PROFESSOR
THINKER;THINKER
KARGUL;KARGUL
DEVOS THE DEVESTATOR;DEVOS THE DEVESTATOR
PAIBOK  CAPT. [SKRUL;PAIBOK  CAPT. [SKRUL
BLACK BOLT / BLACKANTO;BLACK BOLT / BLACKANTO
GORGON [INHUMAN];GORGON [INHUMAN]
KARNAK [INHUMAN];KARNAK [INHUMAN]
MEDUSA / MEDUSALITH AM;MEDUSA / MEDUSALITH AM
WATSON  KRISTY;WATSON  KRISTY
DR. STRANGE / STEPHEN;DR. STRANGE / STEPHEN
UTGARD-LOKI;UTGARD-LOKI
DWELLER IN DARKNESS;DWELLER IN DARKNESS
HOWARD THE DUCK;HOWARD THE DUCK
FIRELORD / PYREUS KRIL;FIRELORD / PYREUS KRIL
EGO;EGO
KRISTA;KRISTA
GALACTUS / GALAN;GALACTUS / GALAN
TANA NILE;TANA NILE
GRANT  SILAS;GRANT  SILAS
MEPHISTO;MEPHISTO
NIGHTHAWK II / KYLE RI;NIGHTHAWK II / KYLE RI
HILDEBRANT  DR.;HILDEBRANT  DR.
THOMAS  BECKY;THOMAS  BECKY
4-D MAN / MERCURIO;4-D MAN / MERCURIO
RED SKULL II / ALBERT;RED SKULL II / ALBERT
MOCKINGBIRD / DR. BARB;MOCKINGBIRD / DR. BARB
WEREWOLF BY NIGHT / JA;WEREWOLF BY NIGHT / JA
BROTHERS GRIMM II / BA;BROTHERS GRIMM II / BA
SHROUD / MAXIMILLIAN Q;SHROUD / MAXIMILLIAN Q
IGOR;IGOR
MIKHLO;MIKHLO
PEATOR;PEATOR
COMMANDER COURAGE;COMMANDER COURAGE
RED GHOST / IVAN KRAGO;RED GHOST / IVAN KRAGO
NYLES  JENNIFER;NYLES  JENNIFER
CROSS;CROSS
FITCH;FITCH
FALLON  HOWARD;FALLON  HOWARD
MYSTIQUE / RAVEN DARKH;MYSTIQUE / RAVEN DARKH
SPIRAL;SPIRAL
FIRESTAR / ANGELICA JO;FIRESTAR / ANGELICA JO
FALLON  MEG;FALLON  MEG
NORTH  DAKOTA;NORTH  DAKOTA
HARDCORE;HARDCORE
MEDINA  ANALISA MARI;MEDINA  ANALISA MARI
HAMILTON  MICKY;HAMILTON  MICKY
ANGELOPOULOS  ANGEL;ANGELOPOULOS  ANGEL
POWER MAN III / STEELE;POWER MAN III / STEELE
LUCAS  JAMES;LUCAS  JAMES
STRYKER  WILLIS;STRYKER  WILLIS
KICKBACK / RICHARD;KICKBACK / RICHARD
ANDREWS  DARYL TROOP;ANDREWS  DARYL TROOP
TOMBSTONE / LONNIE THO;TOMBSTONE / LONNIE THO
NITRO / ROBERT L. HUNT;NITRO / ROBERT L. HUNT
MAGNUS / ERIC;MAGNUS / ERIC
HORUS [EGYPTIAN GOD];HORUS [EGYPTIAN GOD]
OSIRIS;OSIRIS
SETH II;SETH II
ISIS;ISIS
ANDERS  JOSHUA RICHI;ANDERS  JOSHUA RICHI
BERNSTEIN  DR. NOAH;BERNSTEIN  DR. NOAH
GOLDIELOCKS;GOLDIELOCKS
LEGS II;LEGS II
BLASTING CAP;BLASTING CAP
RAZOR;RAZOR
GRIFFITH  D.W.;GRIFFITH  D.W.
ACHILLES II / HELMUT;ACHILLES II / HELMUT
DELPHI;DELPHI
RHINO;RHINO
ANIMATOR II;ANIMATOR II
CINDER;CINDER
PACE  MICHAEL;PACE  MICHAEL
LUCAS  JAMES JR.;LUCAS  JAMES JR.
FENSTER  RICHARD;FENSTER  RICHARD
ABSORBING MAN / CARL C;ABSORBING MAN / CARL C
KAMO THARNN;KAMO THARNN
SILVER SURFER / NORRIN;SILVER SURFER / NORRIN
NAGAN  DR. ARTHUR;NAGAN  DR. ARTHUR
HYDROMAN / MORRIE BENC;HYDROMAN / MORRIE BENC
RICHARDS  FRANKLIN B;RICHARDS  FRANKLIN B
DRAGON MAN;DRAGON MAN
TITANIA II / MARY SKEE;TITANIA II / MARY SKEE
WIZARD / BENTLEY WITTM;WIZARD / BENTLEY WITTM
KLAW / ULYSSES KLAW;KLAW / ULYSSES KLAW
MS. MARVEL II / SHARON;MS. MARVEL II / SHARON
MANTIS / ? BRANDT;MANTIS / ? BRANDT
NECRODAMUS;NECRODAMUS
N'ASTIRH;N'ASTIRH
HULK ROBOT;HULK ROBOT
ANGEL / WARREN KENNETH;ANGEL / WARREN KENNETH
POLARIS / LORNA DANE;POLARIS / LORNA DANE
HAVOK / ALEX SUMMERS;HAVOK / ALEX SUMMERS
GRAVITON / FRANK HALL;GRAVITON / FRANK HALL
RAVONNA LEXUS RENSLA;RAVONNA LEXUS RENSLA
DR. DRUID / ANTHONY LU;DR. DRUID / ANTHONY LU
SHOCKER / HERMAN SCHUL;SHOCKER / HERMAN SCHUL
BEETLE / ABNER RONALD;BEETLE / ABNER RONALD
RAMROD II;RAMROD II
MAD DOG / COLONEL BUZZ;MAD DOG / COLONEL BUZZ
GYRICH  HENRY PETER;GYRICH  HENRY PETER
PLANTMAN / SAM SMITHER;PLANTMAN / SAM SMITHER
QUILL;QUILL
BARON BRIMSTONE;BARON BRIMSTONE
EEL II / EDWARD LAVELL;EEL II / EDWARD LAVELL
VANISHER;VANISHER
APOCALYPSE / EN SABAH;APOCALYPSE / EN SABAH
FLYING TIGER;FLYING TIGER
SUPER-ADAPTOID / ALESS;SUPER-ADAPTOID / ALESS
ARMADILLO / ANTONIO RO;ARMADILLO / ANTONIO RO
ORKA;ORKA
WHIRLWIND / DAVID CANN;WHIRLWIND / DAVID CANN
OWL / LELAND OWLSLEY;OWL / LELAND OWLSLEY
MAN-APE / M'BAKU;MAN-APE / M'BAKU
WATER WIZARD / PETE;WATER WIZARD / PETE
GEE / ALEX POWER;GEE / ALEX POWER
POWER  MARGARET;POWER  MARGARET
POWER  DR. JIM;POWER  DR. JIM
TIGRA / GREER NELSON;TIGRA / GREER NELSON
THUG;THUG
RINGTOSS;RINGTOSS
YAP;YAP
JOYBOY;JOYBOY
WAXWORK;WAXWORK
GATECRASHER;GATECRASHER
CHINA DOLL;CHINA DOLL
FERRO2;FERRO2
ROMA;ROMA
SCATTERBRAIN;SCATTERBRAIN
SATURNYNE  OPAL LUNA;SATURNYNE  OPAL LUNA
MOY  ALYSSA;MOY  ALYSSA
INFINITY II;INFINITY II
ETERNITY / ADAM QADMON;ETERNITY / ADAM QADMON
BODYBAG;BODYBAG
CHUNG  LAO WEI;CHUNG  LAO WEI
NUMBERS;NUMBERS
HARD BOILED HENWY;HARD BOILED HENWY
CERA  KAY;CERA  KAY
SHINSKI  PROFESSOR W;SHINSKI  PROFESSOR W
AGUIRRE  ISOBEL;AGUIRRE  ISOBEL
CLAY  GORDON;CLAY  GORDON
CALEDONIA / ALISANDE S;CALEDONIA / ALISANDE S
CONAN  NEAL;CONAN  NEAL
WETHERELL  MANOLI;WETHERELL  MANOLI
GULADKIN;GULADKIN
PUPPY;PUPPY
GRAY  SGT.;GRAY  SGT.
REISZ  RAY;REISZ  RAY
LUMPKIN  WILHEMINA B;LUMPKIN  WILHEMINA B
POLOMBO  CATHY;POLOMBO  CATHY
CHAPMAN  DEVIN;CHAPMAN  DEVIN
ICONOCLAST;ICONOCLAST
B'ARR;B'ARR
EXALT;EXALT
STARR  AARON;STARR  AARON
DIAMONDE  YVETTE;DIAMONDE  YVETTE
LEVESSEUR  LARENT;LEVESSEUR  LARENT
DUBOIS  HERVE;DUBOIS  HERVE
STEM;STEM
CRYSTAL [INHUMAN];CRYSTAL [INHUMAN]
LUNA / LUNA MAXIMOFF [;LUNA / LUNA MAXIMOFF [
DIABLO / ESTEBAN DE AB;DIABLO / ESTEBAN DE AB
LOCKJAW [INHUMAN];LOCKJAW [INHUMAN]
THUNDRA;THUNDRA
D'SPAYRE;D'SPAYRE
SPITE;SPITE
D'ANGELO  LIEUTENANT;D'ANGELO  LIEUTENANT
JACK OF HEARTS / JACK;JACK OF HEARTS / JACK
SUN  LIN;SUN  LIN
KILLDRAGON  HARMONY;KILLDRAGON  HARMONY
BYRD  NATHANIEL ALEX;BYRD  NATHANIEL ALEX
BROWN  ABE;BROWN  ABE
WHITE TIGER / HECTOR A;WHITE TIGER / HECTOR A
DIAMOND  BOB;DIAMOND  BOB
SHINCHUKO  LOTUS;SHINCHUKO  LOTUS
MASTER PANDEMONIUM / M;MASTER PANDEMONIUM / M
COMET MAN / DR. STEPHE;COMET MAN / DR. STEPHE
KA-ZAR / KEVIN PLUNDER;KA-ZAR / KEVIN PLUNDER
VOLCANA / MARSHA ROSEN;VOLCANA / MARSHA ROSEN
MOLECULE MAN / OWEN RE;MOLECULE MAN / OWEN RE
KUBIK;KUBIK
SHAPER OF WORLDS;SHAPER OF WORLDS
BEYONDER;BEYONDER
BELASCO;BELASCO
CAT KING;CAT KING
MOON KNIGHT / MARC SPE;MOON KNIGHT / MARC SPE
WEBSTER  NORM;WEBSTER  NORM
COUNTERWEIGHT / JACK P;COUNTERWEIGHT / JACK P
MONSTER FROM THE LOS;MONSTER FROM THE LOS
LIGHTSPEED / JULIE POW;LIGHTSPEED / JULIE POW
COUNTERWEIGHT II / KAT;COUNTERWEIGHT II / KAT
CLOAK / TYRONE JOHNSON;CLOAK / TYRONE JOHNSON
WINDSTORM;WINDSTORM
SPEEDBALL / ROBBIE BAL;SPEEDBALL / ROBBIE BAL
BALDWIN  MADELYNE MA;BALDWIN  MADELYNE MA
BALDWIN  JUSTIN;BALDWIN  JUSTIN
NIELS;NIELS
SABRA / RUTH BAT-SERAP;SABRA / RUTH BAT-SERAP
PSYLOCKE / ELISABETH B;PSYLOCKE / ELISABETH B
WOLFSBANE / RAHNE SINC;WOLFSBANE / RAHNE SINC
MULTIPLE MAN / JAMES A;MULTIPLE MAN / JAMES A
BLACK KNIGHT V / DANE;BLACK KNIGHT V / DANE
NAMORITA / NITA PRENTI;NAMORITA / NITA PRENTI
STRONG GUY / GUIDO CAR;STRONG GUY / GUIDO CAR
THING DOPPELGANGER I;THING DOPPELGANGER I
SASQUATCH / WALTER LAN;SASQUATCH / WALTER LAN
PUCK / EUGENE MILTON J;PUCK / EUGENE MILTON J
IRON MAN DOPPELGANGE;IRON MAN DOPPELGANGE
SILHOUETTE;SILHOUETTE
MR. FANTASTIC DOPPEL;MR. FANTASTIC DOPPEL
THUNDERSTRIKE / ERIC K;THUNDERSTRIKE / ERIC K
GAMBIT / REMY LEBEAU;GAMBIT / REMY LEBEAU
HUDSON  HEATHER;HUDSON  HEATHER
THANOS DOPPELGANGER;THANOS DOPPELGANGER
COLOSSUS II DOPPELGA;COLOSSUS II DOPPELGA
SHAMAN / MICHAEL TWOYO;SHAMAN / MICHAEL TWOYO
STORM DOPPELGANGER;STORM DOPPELGANGER
MARVEL GIRL DOPPELGA;MARVEL GIRL DOPPELGA
HARKNESS  AGATHA;HARKNESS  AGATHA
WOLVERINE DOPPELGANG;WOLVERINE DOPPELGANG
CYCLOPS DOPPELGANGER;CYCLOPS DOPPELGANGER
MAGUS;MAGUS
HUMAN TORCH DOPPELGA;HUMAN TORCH DOPPELGA
GAMORA;GAMORA
SASQUATCH DOPPELGANG;SASQUATCH DOPPELGANG
CAPTAIN AMERICA DOPP;CAPTAIN AMERICA DOPP
PIP / PRINCE GOFERN;PIP / PRINCE GOFERN
DRAX / ARTHUR DOUGLAS;DRAX / ARTHUR DOUGLAS
HULK DOPPELGANGER II;HULK DOPPELGANGER II
NOVA DOPPELGANGER II;NOVA DOPPELGANGER II
VISION DOPPELGANGER;VISION DOPPELGANGER
MOONDRAGON / HEATHER D;MOONDRAGON / HEATHER D
STORM DOPPELGANGER I;STORM DOPPELGANGER I
THANOS;THANOS
NOVA II / FRANKIE RAYE;NOVA II / FRANKIE RAYE
WARLOCK II / ADAM WARL;WARLOCK II / ADAM WARL
WILD BLOOD;WILD BLOOD
OCCULUS;OCCULUS
LANDA;LANDA
DANGOR;DANGOR
DREADFACE;DREADFACE
RUIZ  RHYTHM;RUIZ  RHYTHM
MERENGUES  SMOOTH MA;MERENGUES  SMOOTH MA
BOYD  TWO-FISTED TOM;BOYD  TWO-FISTED TOM
LUBOWSKI  LUGWRENCH;LUBOWSKI  LUGWRENCH
LEE  LITTLE LARRY;LEE  LITTLE LARRY
DAWSON  DICTIONARY;DAWSON  DICTIONARY
PAGE  KAREN;PAGE  KAREN
MAA-GOR;MAA-GOR
RIGER;RIGER
BELLAM;BELLAM
BLITZIANA;BLITZIANA
HIGH EVOLUTIONARY / HE;HIGH EVOLUTIONARY / HE
ZEFRA;ZEFRA
KINCAID  JIMMY;KINCAID  JIMMY
ANAK;ANAK
LUMINOR;LUMINOR
LOGA II;LOGA II
APHRODITE / VICT;APHRODITE / VICT
GOOM;GOOM
PRINCESS PEARLA;PRINCESS PEARLA
PSYCHO-MAN;PSYCHO-MAN
JUBILEE / JUBILATION L;JUBILEE / JUBILATION L
SUMMERS  NATHAN CHRI;SUMMERS  NATHAN CHRI
SILVER SABLE;SILVER SABLE
JACKSON  CURTISS;JACKSON  CURTISS
SCOURGE II;SCOURGE II
VAGABOND / PRISCILLA L;VAGABOND / PRISCILLA L
YMIR;YMIR
SCARLET WITCH DOPPEL;SCARLET WITCH DOPPEL
QUASAR DOPPELGANGER;QUASAR DOPPELGANGER
VINDICATOR II DOPPEL;VINDICATOR II DOPPEL
THOR III DOPPELGANGE;THOR III DOPPELGANGE
MOONDRAGON DOPPELGAN;MOONDRAGON DOPPELGAN
ANGEL DOPPELGANGER;ANGEL DOPPELGANGER
INVISIBLE WOMAN DOPP;INVISIBLE WOMAN DOPP
DORCAS  LEMUEL DR.;DORCAS  LEMUEL DR.
ATTUMA;ATTUMA
